"Timestamp","1a. Wat was je score op de GapMinder test? Je hoeft je niet te schamen als het slecht was :-). De meeste mensen score vrij slecht.","1b. Wat is de eerste letter van de voornaam van je moeder?","2. In welke klasgroep zit je?","3. Met welke hand schrijf je ?","4. Wat is je geslacht?","5. Wat is je schoenmaat?","6a. Wat is je lichaamslengte (in cm)?","6b. Wat is je gewicht (in kg)?","7a. Wat is je bloedgroep: AB0?","7b. Ga je je laten vaccineren?","8. Hoeveel broers/zussen heb je?","9. In hoeveel complottheorieën geloof je?","10. Welke afstudeerrichting denk je te kiezen?","11. Wat is je favoriete vrijetijdsbesteding?","12. Hoeveel uren wiskunde had je in het laatste jaar middelbaar?","13. Hoe belangrijk is het voor jou om informaticus te worden?","14. Hoeveel uur werk je gemiddelde per week voor school? (buiten de schooluren)","15. Wat is de afstand van thuis/kot naar de KdG campus Groenplaats (in km)?","16. Hoe kom je naar school?","17. Wanneer gaat volgens jou de horeca terug open mogen?","18.  Hoeveel zakgeld krijg je of verdien je zelf per maand?","19. Hoeveel stukken/porties fruit eet je per dag?","20. Rangschik volgende fruitsoorten in volgorde van voorkeur: Aardbei, Ananas, Appel, Banaan, Kers, Kiwi, Meloen, Peer, Pruim, Sinaasappel","21. Welk besturingssysteem gebruik je het liefst?","22. Stel dat je maar één app op je smartphone mocht zetten, welke zou je dan kiezen","23a. Als je jezelf op politieke spectrum zou plaatsen waar zou je dan staan op de HORIZONTALE as (Sociaal - Liberaal)?","23b. Als je jezelf op politieke spectrum zou plaatsen waar zou je dan staan op de VERTICALE as (Progressief - Conservatief)?","24. Welk zoogdier zou jij als klasmascotte verkiezen? Je hebt de keuze uit: Panter, Poema, Vos, Wolf, Bruine beer, Bever, Das, Bizon, Wasbeer, Otter. Sorteer ze van 1 tot 10.","25. Wat is volgens jou het zwaarste vak uit het eerste jaar?","26. Welke vak uit het eerste jaar TI vind je het meest  boeiend?","27. In het hoger onderwijs wordt 1 studiepunt gelijkgesteld aan 25 uren studiebelasting.  Wat is jou inschatting?	","28. De laatste vraag is de makkelijkste. Je hoeft helemaal niets in te vullen."
"2021/03/01 5:59:02 pm CET","2","A","INF101","Links","Man","43","181","71","Onbekend","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","4","Groot","10:00","15","Met de trein","2025-01-01","50","1 of minder","1=Ananas,2=Appel,3=Aardbei,4=Banaan,5=Meloen,6=Sinaasappel,7=Kiwi,8=Kers,9=Pruim,10=Peer","Windows","Sociaal Netwerk App","7","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Data science 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/01 6:01:00 pm CET","8% 1 op 13","G","INF103","Rechts","Man","43","188","70","AB","Nee","1","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","4","Zeer Groot","16:00","42","Met de tram;Met de bus","2021-10-01","105","1 of minder","1=Meloen,2=Banaan,3=Aardbei,4=Kiwi,5=Kers,6=Peer,7=Pruim,8=Sinaasappel,9=Ananas,10=Appel","Windows","Bank App","10","8","1=Panter,2=Wolf,3=Bruine beer,4=Poema,5=Vos,6=Bizon,7=Otter,8=Wasbeer,9=Das,10=Bever","Data science 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/01 6:01:14 pm CET","4/12","S","INF106","Rechts","Man","41","180","60","A","Ja","1","0","Applicatieontwikkeling - Full Stack","Gamen","7","Groot","20:00","4","Met de fiets;Met de tram","2021-07-01","0","1 of minder","1=Kiwi,2=Kers,3=Meloen,4=Peer,5=Pruim,6=Sinaasappel,7=Appel,8=Aardbei,9=Ananas,10=Banaan","Windows","GPS App","5","5","1=Wolf,2=Vos,3=Poema,4=Bever,5=Das,6=Otter,7=Bizon,8=Wasbeer,9=Bruine beer,10=Panter","Management 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/01 6:02:00 pm CET","69%","R","INF102","Rechts","Man","44","185","64","O","Ja","5","0","Applicatieontwikkeling - Full Stack","Gamen","6","Zeer Groot","06:00","12","Met de bus","2021-08-01","50","1 of minder","1=Appel,2=Banaan,3=Kiwi,4=Aardbei,5=Ananas,6=Kers,7=Meloen,8=Peer,9=Sinaasappel,10=Pruim","Windows","Game App","6","4","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Data science 1","16-20 uren",""
"2021/03/01 6:02:12 pm CET","38%","c","INF103","Rechts","Man","45","183","63","O","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","6","Groot","17:30","1.5","Te voet","2021-05-07","350","1 of minder","1=Aardbei,2=Sinaasappel,3=Appel,4=Banaan,5=Ananas,6=Meloen,7=Kiwi,8=Peer,9=Kers,10=Pruim","Windows","Andere App","8","8","1=Wolf,2=Vos,3=Panter,4=Poema,5=Bruine beer,6=Bizon,7=Otter,8=Wasbeer,9=Bever,10=Das","Software engineering 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/01 6:02:48 pm CET","2","L","INF106","Rechts","Man","43","178","67","Onbekend","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","5","Groot","25:00","18","Te voet;Met de tram;Met de bus","2021-04-05","60","1 of minder","1=Meloen,2=Banaan,3=Aardbei,4=Ananas,5=Appel,6=Kers,7=Sinaasappel,8=Kiwi,9=Pruim,10=Peer","Windows","Bank App","5","5","1=Wasbeer,2=Otter,3=Bever,4=Bizon,5=Bruine beer,6=Vos,7=Das,8=Poema,9=Panter,10=Wolf","Management 1","Data science 1","21-25 uren","coooooooooool"
"2021/03/01 6:03:26 pm CET","8","m","INF107","Rechts","Man","44","180","81","B","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","6","Groot","32:00","3","Met de fiets","2021-04-15","40","2","1=Aardbei,2=Kers,3=Banaan,4=Kiwi,5=Meloen,6=Appel,7=Ananas,8=Peer,9=Pruim,10=Sinaasappel","Windows","Comics lees App","6","4","1=Panter,2=Poema,3=Wolf,4=Bizon,5=Vos,6=Bruine beer,7=Das,8=Bever,9=Otter,10=Wasbeer","User interfaces 1","User interfaces 1","26-30 uren",""
"2021/03/01 6:03:49 pm CET","Gemiddeld","H","INF103","Rechts","Man","44","188","79","Onbekend","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","6","Groot","14:00","39","Met de bus","2077-01-01","200","1 of minder","1=Banaan,2=Aardbei,3=Kers,4=Appel,5=Peer,6=Sinaasappel,7=Appel,8=Pruim,9=Meloen,10=Ananas","Windows","Sociaal Netwerk App","5","10","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Netwerken 1","Programmeren 1 - Java","26-30 uren",""
"2021/03/01 6:03:59 pm CET","23%","A","INF107","Rechts","Man","42","178","65","O","Ja","3","0","Applicatieontwikkeling - Full Stack","Film/TV-series","3","Extreem","25:00","7","Met de tram","2022-05-01","20","1 of minder","1=Appel,2=Sinaasappel,3=Peer,4=Aardbei,5=Banaan,6=Kers,7=Meloen,8=Ananas,9=Kiwi,10=Pruim","Windows","Breinsport App","3","5","1=Wolf,2=Panter,3=Poema,4=Bruine beer,5=Vos,6=Wasbeer,7=Bever,8=Das,9=Bizon,10=Otter","Data science 1","Netwerken 1","36-40 uren",""
"2021/03/01 6:04:03 pm CET","54% ","M","INF101","Rechts","Man","41","178","53","O","Ja","3","0","Applicatieontwikkeling - Artificial Intelligence","Muziek (bespelen/luisteren)","4","Zeer Groot","05:00","8","Met de fiets;Met de tram;Met de bus","2021-05-10","0","1 of minder","1=Kers,2=Appel,3=Banaan,4=Aardbei,5=Ananas,6=Meloen,7=Sinaasappel,8=Peer,9=Pruim,10=Kiwi","Windows","Bioscoop App","2","1","1=Bruine beer,2=Bizon,3=Wasbeer,4=Vos,5=Panter,6=Poema,7=Otter,8=Wolf,9=Das,10=Bever","Management 1","Data science 1","26-30 uren",""
"2021/03/01 6:04:19 pm CET","23%","A","INF106","Rechts","Man","44","184","79","O","Nee","2","0","Applicatieontwikkeling - Artificial Intelligence","Sport (beoefenen/supporteren)","3","Zeer Groot","06:00","43","Te voet;Met de trein","2021-05-14","100","3","1=Aardbei,2=Appel,3=Banaan,4=Meloen,5=Sinaasappel,6=Ananas,7=Kers,8=Kiwi,9=Peer,10=Pruim","Windows","Sociaal Netwerk App","3","2","1=Wolf,2=Vos,3=Panter,4=Poema,5=Bruine beer,6=Bizon,7=Wasbeer,8=Bever,9=Das,10=Otter","Netwerken 1","Programmeren 1 - Java","<= 10 uren",""
"2021/03/01 6:04:31 pm CET","23","S","INF103","Rechts","Man","45","195","87","Onbekend","Nee","1","0","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","4","Groot","06:00","10","Met de auto","2021-03-15","500","1 of minder","1=Aardbei,2=Appel,3=Banaan,4=Kiwi,5=Sinaasappel,6=Peer,7=Meloen,8=Ananas,9=Kers,10=Pruim","Windows","Bank App","4","3","1=Panter,2=Wolf,3=Bruine beer,4=Poema,5=Vos,6=Bizon,7=Bever,8=Das,9=Wasbeer,10=Otter","Programmeren 1 - Java","Netwerken 1","31-35 uren",""
"2021/03/01 6:06:30 pm CET","8%","D","INF107","Rechts","Man","46","184","70","Onbekend","Ja","2","0","Applicatieontwikkeling - Full Stack","Film/TV-series","8","Groot","22:00","15","Met de tram;Met de bus;Met de auto","2022-04-07","10","1 of minder","1=Aardbei,2=Banaan,3=Appel,4=Ananas,5=Meloen,6=Kiwi,7=Sinaasappel,8=Peer,9=Kers,10=Pruim","Linux","Andere App","5","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Programmeren 1 - Embedded","26-30 uren",""
"2021/03/01 6:07:47 pm CET","50","N","INF104","Rechts","Man","45","172","70","O","Nee","1","1","Systeem en netwerkbeheer","Muziek (bespelen/luisteren)","5","Groot","02:00","100","Te voet;Met de fiets;Met de auto","2021-05-08","50","1 of minder","1=Banaan,2=Kers,3=Kiwi,4=Peer,5=Pruim,6=Sinaasappel,7=Aardbei,8=Ananas,9=Appel,10=Meloen","Windows","Sociaal Netwerk App","10","10","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Programmeren 1 - Embedded","Netwerken 1","16-20 uren",""
"2021/03/01 6:09:39 pm CET","31%","I","INF104","Rechts","Man","45","182","70","O","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Muziek (bespelen/luisteren)","4","Groot","05:30","41.4","Met de tram;Met de bus","2021-04-20","50 zakgeld, gemiddeld 120 verdienen","1 of minder","1=Aardbei,2=Kiwi,3=Meloen,4=Banaan,5=Peer,6=Kers,7=Sinaasappel,8=Appel,9=Ananas,10=Pruim","Windows","GPS App","8","8","1=Wolf,2=Panter,3=Vos,4=Bruine beer,5=Poema,6=Das,7=Wasbeer,8=Bever,9=Bizon,10=Otter","Management 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/01 6:10:31 pm CET","38","k","INF103","Rechts","Man","42","170","55","B","Nee","1","0","Applicatieontwikkeling - Full Stack","Andere","5","Zeer Groot","14:00","49","Met de trein","2021-09-01","50","1 of minder","1=Meloen,2=Aardbei,3=Banaan,4=Peer,5=Ananas,6=Appel,7=Kers,8=Kiwi,9=Pruim,10=Sinaasappel","Windows","Sociaal Netwerk App","5","5","1=Wolf,2=Panter,3=Poema,4=Bizon,5=Bruine beer,6=Otter,7=Das,8=Bever,9=Vos,10=Wasbeer","Management 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/01 6:11:00 pm CET","2","E","INF105","Rechts","Man","44","178","77","Onbekend","Ja","1","1","Applicatieontwikkeling - Full Stack","Jeugdbeweging","5","Zeer Groot","07:00","3","Met de tram","2021-06-01","150","1 of minder","1=Aardbei,2=Banaan,3=Meloen,4=Appel,5=Kiwi,6=Sinaasappel,7=Kers,8=Pruim,9=Peer,10=Ananas","Windows","Sociaal Netwerk App","2","8","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Data science 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/01 6:11:49 pm CET","23%","K","INF106","Rechts","Man","44.5","183","63","Onbekend","Ja","1","2","Applicatieontwikkeling - Full Stack","Internet/Social Media","3","Extreem","05:00","11","Te voet;Met de fiets;Met de trein;Met de tram","2021-06-01","300","1 of minder","1=Kers,2=Banaan,3=Aardbei,4=Meloen,5=Sinaasappel,6=Peer,7=Appel,8=Pruim,9=Ananas,10=Kiwi","Windows","Bank App","7","8","1=Panter,2=Poema,3=Bruine beer,4=Vos,5=Das,6=Bizon,7=Wasbeer,8=Otter,9=Bever,10=Wolf","User interfaces 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/01 6:12:48 pm CET","54% / 7 op 13","I","INF105","Rechts","Man","42","175","60","A","Nee","0","1","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","3","Zeer Groot","16:00","13","Met de tram;Met de bus;Met de auto","2021-05-01","60","1 of minder","1=Appel,2=Peer,3=Banaan,4=Meloen,5=Sinaasappel,6=Ananas,7=Aardbei,8=Kers,9=Kiwi,10=Pruim","Windows","Bank App","5","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Programmeren 1 - Java","User interfaces 1","21-25 uren",""
"2021/03/01 6:12:48 pm CET","31%","W","INF105","Rechts","Man","45","190","73","O","Ja","1","0","Applicatieontwikkeling - Full Stack","Muziek (bespelen/luisteren)","4","Zeer Groot","10:00","15","Met de trein","2021-04-05","150","1 of minder","1=Aardbei,2=Appel,3=Banaan,4=Peer,5=Kiwi,6=Kers,7=Ananas,8=Sinaasappel,9=Pruim,10=Meloen","Windows","Sociaal Netwerk App","6","6","1=Wolf,2=Bruine beer,3=Vos,4=Poema,5=Bizon,6=Wasbeer,7=Panter,8=Das,9=Bever,10=Otter","Data science 1","Programmeren 1 - Java","21-25 uren","31%"
"2021/03/01 6:13:47 pm CET","69%","E","INF105","Rechts","Man","42","175","66","Onbekend","Ja","4","1","Applicatieontwikkeling - Full Stack","Gamen","4","Zeer Groot","10:00","6","Met de tram","2021-08-01","110","1 of minder","1=Banaan,2=Kiwi,3=Aardbei,4=Meloen,5=Ananas,6=Sinaasappel,7=Peer,8=Appel,9=Kers,10=Pruim","Windows","Sociaal Netwerk App","5","3","1=Bruine beer,2=Wolf,3=Vos,4=Bever,5=Das,6=Otter,7=Wasbeer,8=Poema,9=Panter,10=Bizon","Communicatie 1","Programmeren 1 - Java","16-20 uren","What if I do?"
"2021/03/01 6:13:48 pm CET","54","M","INF101","Rechts","Man","43.5","175 ","67","O","Ja","1","1","Systeem en netwerkbeheer","Gamen","5","Matig","07:00","17","Te voet;Met de fiets;Met de trein;Met de tram","2021-07-31","250","1 of minder","1=Aardbei,2=Meloen,3=Kers,4=Banaan,5=Sinaasappel,6=Appel,7=Peer,8=Kiwi,9=Ananas,10=Pruim","Windows","GPS App","4","2","1=Poema,2=Panter,3=Wolf,4=Bizon,5=Vos,6=Wasbeer,7=Otter,8=Bruine beer,9=Bever,10=Das","Programmeren 1 - Java","Netwerken 1","31-35 uren","oops"
"2021/03/01 6:14:06 pm CET","8","R","INF104","Rechts","Man","41","174","61","A","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Andere","7","Extreem","10:00","3","Met de fiets","2023-09-01","20","1 of minder","1=Aardbei,2=Ananas,3=Meloen,4=Sinaasappel,5=Kers,6=Banaan,7=Pruim,8=Peer,9=Kiwi,10=Appel","Windows","GPS App","10","2","1=Das,2=Bizon,3=Wasbeer,4=Otter,5=Vos,6=Wolf,7=Bruine beer,8=Wolf,9=Poema,10=Panter","Management 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/01 6:15:01 pm CET","1/13, 8%","e","INF101","Rechts","Man","43","180","111","Onbekend","Nee","0","0","Applicatieontwikkeling - Full Stack","Andere","3","Extreem","05:05","5","Met de fiets","2021-03-31","0","7 of meer","1=Meloen,2=Banaan,3=Peer,4=Appel,5=Pruim,6=Kers,7=Ananas,8=Sinaasappel,9=Aardbei,10=Kiwi","Windows","Andere App","10","10","1=Panter,2=Poema,3=Wolf,4=Bruine beer,5=Bever,6=Das,7=Bizon,8=Wasbeer,9=Otter,10=Vos","User interfaces 1","Communicatie 1",">= 41 uren","Oké"
"2021/03/01 6:15:26 pm CET","38%","S","INF104","Links","Man","41","178","62","A","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","2","Groot","07:00","28","Te voet;Met de fiets;Met de trein","2021-04-01","+- 120","1 of minder","1=Aardbei,2=Ananas,3=Appel,4=Meloen,5=Banaan,6=Kiwi,7=Sinaasappel,8=Kers,9=Peer,10=Pruim","Windows","Sociaal Netwerk App","4","3","1=Bruine beer,2=Panter,3=Poema,4=Vos,5=Wolf,6=Das,7=Wasbeer,8=Otter,9=Bever,10=Bizon","Computersystemen 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/01 6:16:57 pm CET","9","D","INF101","Rechts","Man","44","175","60","Onbekend","Nee","0","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","4","Groot","25:00","17","Met de trein","2021-04-01","0","1 of minder","1=Aardbei,7=Ananas,2=Appel,10=Banaan,9=Kers,3=Kiwi,4=Meloen,5=Peer,8=Pruim,6=Sinaasappel","Windows","Sociaal Netwerk App","3","7","1=Poema,2=Bruine beer,3=Wolf,4=Bever,5=Bizon,6=Panter,7=Otter,8=Das,9=Vos,10=Wasbeer","User interfaces 1","Programmeren 1 - Java","26-30 uren",""
"2021/03/01 6:16:59 pm CET","8%","W","INF105","Rechts","Man","45","191","70","Onbekend","Ja","1","0","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","4","Matig","08:30","15 ","Met de trein","2021-05-15","60","1 of minder","1=Appel,2=Ananas,3=Aardbei,4=Meloen,5=Peer,6=Sinaasappel,7=Peer,8=Kers,9=Pruim,10=Banaan","Windows","Sociaal Netwerk App","5","5","1=Wolf,2=Poema,3=Panter,4=Vos,5=Bever,6=Das,7=Bizon,8=Wasbeer,9=Otter,10=Bruine beer","Programmeren 1 - Java","User interfaces 1","21-25 uren",""
"2021/03/01 6:17:01 pm CET","23","q","INF104","Beide","Man","42","180","63","A","Nee","1","2","Applicatieontwikkeling - Full Stack","Muziek (bespelen/luisteren)","7","Matig","02:00","5","Met de auto","2021-04-01","300","2","1=Meloen,2=Aardbei,3=Sinaasappel,4=Banaan,5=Ananas,6=Kiwi,7=Peer,8=Appel,9=Pruim,10=Kers","Linux","Compas App","0","3","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/01 6:17:02 pm CET","46%","N","INF105","Rechts","Man","44","176","65","O","Ja","1","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","4","Extreem","10:00","6","Met de tram;Met de bus","2022-02-01","€ 400","3","1=Meloen,2=Aardbei,3=Banaan,4=Appel,5=Kers,6=Kiwi,7=Peer,8=Sinaasappel,9=Ananas,10=Pruim","Windows","Sociaal Netwerk App","6","2","1=Wolf,2=Vos,3=Bruine beer,4=Bever,5=Panter,6=Poema,7=Bizon,8=Wasbeer,9=Otter,10=Das","Management 1","Programmeren 1 - Java",">= 41 uren",""
"2021/03/01 6:17:23 pm CET","6","A","INF105","Beide","Man","44","186","79.9","Onbekend","Ja","0","0","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","3","Zeer Groot","12:39","15","Te voet;Met de tram;Met de bus;Met de auto","2021-04-01","0","4","1=Aardbei,2=Ananas,3=Appel,4=Banaan,5=Kers,6=Kiwi,7=Meloen,8=Peer,9=Pruim,10=Sinaasappel","Windows","Bank App","10","0","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Data science 1","Computersystemen 1","21-25 uren",""
"2021/03/01 6:17:32 pm CET","1/13","H","INF105","Rechts","seperatist","44","176","78","A","Ja","2","2","Systeem en netwerkbeheer","Gamen","4","Zeer Groot","10:00","27","Met de fiets;Met de trein;Met de tram","2020-02-29","50","1 of minder","1=Aardbei,2=Ananas,3=Appel,4=Banaan,5=Kers,6=Kiwi,7=Meloen,8=Peer,9=Pruim,10=Sinaasappel","Windows","Sociaal Netwerk App","10","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Netwerken 1","<= 10 uren","helemaal niets"
"2021/03/01 6:17:37 pm CET","4","L","INF104","Rechts","Vrouw","39","164","52","O","Ja","4","1","Applicatieontwikkeling - Artificial Intelligence","Film/TV-series","6","Matig","15:00","17","Met de tram","2021-05-01","138","1 of minder","1=Meloen,2=Kers,3=Banaan,4=Ananas,5=Aardbei,6=Appel,7=Sinaasappel,8=Peer,9=Kiwi,10=Pruim","Windows","GPS App","6","3","1=Wasbeer,2=Vos,3=Wolf,4=Otter,5=Bruine beer,6=Bever,7=Bizon,8=Poema,9=Das,10=Panter","Management 1","Data science 1","16-20 uren",""
"2021/03/01 6:19:07 pm CET","38%","M","","Rechts","Man","45","180","80","Onbekend","Ja","2","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","5","Matig","07:00","69.420","Te voet;Met de tram","2021-04-01","20","1 of minder","1=Aardbei,2=Appel,3=Banaan,4=Ananas,5=Sinaasappel,6=Meloen,7=Peer,8=Kers,9=Pruim,10=Kiwi","Windows","Sociaal Netwerk App","7","8","1=Wolf,2=Panter,3=Poema,4=Vos,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Programmeren 1 - Java","11-15 uren","helemaal niets"
