"Timestamp","1a. Wat was je score op de GapMinder test? Je hoeft je niet te schamen als het slecht was :-). De meeste mensen score vrij slecht.","1b. Wat is de eerste letter van de voornaam van je moeder?","2. In welke klasgroep zit je?","3. Met welke hand schrijf je ?","4. Wat is je geslacht?","5. Wat is je schoenmaat?","6a. Wat is je lichaamslengte (in cm)?","6b. Wat is je gewicht (in kg)?","7a. Wat is je bloedgroep: AB0?","7b. Ga je je laten vaccineren?","8. Hoeveel broers/zussen heb je?","9. In hoeveel complottheorieën geloof je?","10. Welke afstudeerrichting denk je te kiezen?","11. Wat is je favoriete vrijetijdsbesteding?","12. Hoeveel uren wiskunde had je in het laatste jaar middelbaar?","13. Hoe belangrijk is het voor jou om informaticus te worden?","14. Hoeveel uur werk je gemiddelde per week voor school? (buiten de schooluren)","15. Wat is de afstand van thuis/kot naar de KdG campus Groenplaats (in km)?","16. Hoe kom je naar school?","17. Wanneer gaat volgens jou de horeca terug open mogen?","18.  Hoeveel zakgeld krijg je of verdien je zelf per maand?","19. Hoeveel stukken/porties fruit eet je per dag?","20. Rangschik volgende fruitsoorten in volgorde van voorkeur: Aardbei, Ananas, Appel, Banaan, Kers, Kiwi, Meloen, Peer, Pruim, Sinaasappel","21. Welk besturingssysteem gebruik je het liefst?","22. Stel dat je maar één app op je smartphone mocht zetten, welke zou je dan kiezen","23a. Als je jezelf op politieke spectrum zou plaatsen waar zou je dan staan op de HORIZONTALE as (Sociaal - Liberaal)?","23b. Als je jezelf op politieke spectrum zou plaatsen waar zou je dan staan op de VERTICALE as (Progressief - Conservatief)?","24. Welk zoogdier zou jij als klasmascotte verkiezen? Je hebt de keuze uit: Panter, Poema, Vos, Wolf, Bruine beer, Bever, Das, Bizon, Wasbeer, Otter. Sorteer ze van 1 tot 10.","25. Wat is volgens jou het zwaarste vak uit het eerste jaar?","26. Welke vak uit het eerste jaar TI vind je het meest  boeiend?","27. In het hoger onderwijs wordt 1 studiepunt gelijkgesteld aan 25 uren studiebelasting.  Wat is jou inschatting?	","28. De laatste vraag is de makkelijkste. Je hoeft helemaal niets in te vullen."
"2021/03/02 11:04:02 am CET","61%","A","INF105","Rechts","Man","44","187","64","A","Ja","3","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","3","Groot","15:00","37 ","Met de auto","2021-03-15","genoeg","1 of minder","1=Appel,2=Banaan,3=Peer,4=Meloen,5=Aardbei,6=Sinaasappel,7=Kiwi,8=Pruim,9=Kers,10=Ananas","Windows","Sociaal Netwerk App","10","0","1=Wasbeer,2=Panter,3=Poema,4=Wolf,5=Das,6=Otter,7=Bruine beer,8=Bizon,9=Vos,10=Bever","Databanken 1","Netwerken 1","26-30 uren",""
"2021/03/02 1:29:58 pm CET","8%","G","INF105","Links","Man","46","184","65","O","Ja","3","1","Systeem en netwerkbeheer","Gamen","6","Zeer Groot","10:00","41","Met de trein","2054-11-13","60","1 of minder","1=Kers,2=Sinaasappel,3=Aardbei,4=Kiwi,5=Meloen,6=Appel,7=Banaan,8=Peer,9=Ananas,10=Pruim","Linux","GPS App","3","3","1=Otter,2=Vos,3=Panter,4=Wolf,5=Bruine beer,6=Bever,7=Bizon,8=Das,9=Wasbeer,10=Poema","Management 1","Computersystemen 1","16-20 uren","ok merci"
"2021/03/02 2:20:23 pm CET","23%","A","INF105","Rechts","Man","43","175","63","O","Nee","2","10","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","4","Groot","10:00","10","Met de tram;Met de auto","2099-04-01","0.1","2","1=Banaan,2=Aardbei,3=Ananas,4=Appel,5=Kers,6=Kiwi,7=Meloen,8=Peer,9=Pruim,10=Sinaasappel","iOS","Compas App","5","5","1=Bever,2=Das,3=Panter,4=Poema,5=Vos,6=Wolf,7=Bruine beer,8=Bizon,9=Wasbeer,10=Otter","Programmeren 1 - Java","Netwerken 1","21-25 uren","jammer"
"2021/03/02 6:08:10 pm CET","92%","V","INF107","Rechts","Man","42","178","64","AB","Ja","1","0","Systeem en netwerkbeheer","Jeugdbeweging","4","Matig","02:30","0.550","Te voet;Met de fiets","2021-05-01","60","1 of minder","1=Aardbei,2=Meloen,3=Appel,4=Banaan,5=Kiwi,6=Ananas,7=Sinaasappel,8=Peer,9=Kers,10=Pruim","Windows","Sociaal Netwerk App","7","8","1=Otter,2=Bizon,3=Vos,4=Panter,5=Wolf,6=Poema,7=Bruine beer,8=Wasbeer,9=Das,10=Bever","Software engineering 1","Computersystemen 1","11-15 uren",""
"2021/03/02 11:43:34 pm CET","2/13","M","INF107","Links","Man","44","186","60","B","Ja","2","0","Applicatieontwikkeling - Full Stack","Gamen","4","Extreem","50:00","1","Te voet","2021-01-04","50 ","1 of minder","1=Aardbei,2=Ananas,3=Appel,4=Banaan,5=Kers,6=Kiwi,7=Meloen,8=Peer,9=Pruim,10=Sinaasappel","iOS","GPS App","10","6","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Data science 1","Data science 1","36-40 uren",""
"2021/03/03 8:40:24 am CET","15%","K","INF104","Rechts","Man","44","178","85","Onbekend","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","4","Zeer Groot","15:00","0.8","Te voet","2021-04-16","70","2","1=Meloen,2=Banaan,3=Appel,4=Sinaasappel,5=Kers,6=Aardbei,7=Ananas,8=Kiwi,9=Peer,10=Pruim","Windows","GPS App","5","8","1=Panter,2=Poema,3=Wolf,4=Vos,5=Bruine beer,6=Bizon,7=Otter,8=Wasbeer,9=Das,10=Bever","Programmeren 1 - Java","Programmeren 1 - Java","16-20 uren","Ik kies van wel"
"2021/03/03 10:13:39 am CET","62%","A","INF107","Rechts","Man","44","186","98","O","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Jeugdbeweging","8","Weinig","02:00","15","Met de fiets","2021-05-02","180","2","1=Banaan,2=Sinaasappel,3=Peer,4=Kers,5=Aardbei,6=Kiwi,7=Appel,8=Meloen,9=Pruim,10=Ananas","Windows","Agenda App","8","6","1=Poema,2=Panter,3=Wolf,4=Vos,5=Bizon,6=Wasbeer,7=Bruine beer,8=Bever,9=Otter,10=Das","User interfaces 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/03 11:08:16 am CET","50%","K","INF102","Rechts","Man","43","178","69","O","Ja","1","1","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","6","Groot","21:00","23","Met de trein","2021-06-30","2500","1 of minder","1=Meloen,2=Kiwi,3=Ananas,4=Aardbei,5=Banaan,6=Peer,7=Sinaasappel,8=Pruim,9=Kers,10=Appel","Windows","Gezondheid/fitness App","3","2","1=Bruine beer,2=Wolf,3=Wasbeer,4=Panter,5=Vos,6=Das,7=Poema,8=Otter,9=Bever,10=Bizon","Programmeren 1 - Java","Programmeren 1 - Java","26-30 uren",""
"2021/03/03 2:52:03 pm CET","23%","E","INF102","Links","Man","44","178","81","Onbekend","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Sport (beoefenen/supporteren)","4","Groot","08:00","38","Met de trein","2021-05-25","0","3","1=Banaan,2=Aardbei,3=Appel,4=Kiwi,5=Sinaasappel,6=Peer,7=Pruim,8=Meloen,9=Kers,10=Ananas","Windows","Sociaal Netwerk App","5","5","1=Wolf,2=Bruine beer,3=Panter,4=Vos,5=Poema,6=Otter,7=Bever,8=Wasbeer,9=Das,10=Bizon","Programmeren 1 - Java","Programmeren 1 - Java","31-35 uren",""
"2021/03/03 4:50:50 pm CET","2/13","v","INF104","Rechts","Man","43","182","70","B","Ja","0","0","Systeem en netwerkbeheer","Internet/Social Media","4","Extreem","30:00","17","Met de auto","2021-06-26","200","1 of minder","1=Aardbei,2=Ananas,3=Meloen,4=Sinaasappel,5=Appel,6=Banaan,7=Kers,8=Kiwi,9=Pruim,10=Peer","Windows","Sociaal Netwerk App","10","10","1=Bever,2=Bruine beer,3=Das,4=Wasbeer,5=Otter,6=Wolf,7=Vos,8=Bizon,9=Poema,10=Panter","Databanken 1","Netwerken 1","16-20 uren",""
"2021/03/07 7:46:21 pm CET","45%","A","INF102","Rechts","Man","46","185","91","O","Nee","0","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","4","Matig","15:00","11","Met de auto","2021-01-05","50","2","1=Kers,2=Sinaasappel,3=Banaan,4=Kiwi,5=Meloen,6=Peer,7=Ananas,8=Appel,9=Aardbei,10=Pruim","iOS","Bank App","5","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Wasbeer,9=Otter,10=Bizon","Programmeren 1 - Java","Netwerken 1","26-30 uren",""
"2021/03/08 4:39:40 pm CET","2","j","INF106","Rechts","Man","45","179","83","A","Ja","0","1","Software Management","Gamen","7","Groot","06:30","26","Met de bus","2021-05-19","60","1 of minder","1=Ananas,2=Banaan,3=Aardbei,4=Sinaasappel,5=Meloen,6=Kiwi,7=Pruim,8=Appel,9=Peer,10=Kers","Windows","Sociaal Netwerk App","8","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Programmeren 1 - Embedded","11-15 uren",""
"2021/03/08 4:41:07 pm CET","15%","A","INF107","Rechts","Man","42","177","68","O","Ja","2","0","Software Management","Gamen","4","Groot","05:00","42","Met de trein;Met de tram","2021-05-01","190","1 of minder","1=Kiwi,2=Aardbei,3=Ananas,4=Appel,5=Kers,6=Banaan,7=Meloen,8=Pruim,9=Peer,10=Sinaasappel","Windows","Sociaal Netwerk App","4","4","1=Poema,2=Panter,3=Wolf,4=Vos,5=Bever,6=Bruine beer,7=Bizon,8=Das,9=Otter,10=Wasbeer","Computersystemen 1","Databanken 1","11-15 uren",""
"2021/03/08 4:42:17 pm CET","23%","N","INF101","Rechts","Man","42","175","57","A","Nee","1","3","Software Management","Gamen","4","Groot","12:00","19","Te voet;Met de trein;Met de tram","2021-04-01","50","2","1=Appel,2=Banaan,3=Peer,4=Meloen,5=Kiwi,6=Sinaasappel,7=Aardbei,8=Ananas,9=Kers,10=Pruim","Windows","Sociaal Netwerk App","3","5","1=Wolf,2=Bruine beer,3=Panter,4=Poema,5=Bizon,6=Vos,7=Das,8=Wasbeer,9=Bever,10=Otter","Programmeren 1 - Java","Data science 1","11-15 uren",""
"2021/03/08 4:43:39 pm CET","3/13","L","INF106","Rechts","Man","43","176","76","AB","Ja","2","3","Applicatieontwikkeling - Artificial Intelligence","Gamen","8","Weinig","04:00","33","Met de tram;Met de bus","2021-05-01","40","1 of minder","1=Aardbei,2=Kiwi,3=Meloen,4=Appel,5=Banaan,6=Peer,7=Pruim,8=Sinaasappel,9=Kers,10=Ananas","Windows","Andere App","7","4","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/08 4:45:36 pm CET","35","lieve","INF102","Rechts","Man","43","182","68","O","Ja","1","0","Applicatieontwikkeling - Full Stack","Gamen","5","Zeer Groot","10:00","50","Te voet","2021-05-01","100","2","1=Aardbei,2=Banaan,3=Meloen,4=Kiwi,5=Sinaasappel,6=Ananas,7=Appel,8=Kers,9=Pruim,10=Peer","Windows","Gezondheid/fitness App","5","5","1=Wolf,2=Poema,3=Panter,4=Vos,5=Bever,6=Das,7=Bizon,8=Wasbeer,9=Otter,10=Bruine beer","Software engineering 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/08 4:46:10 pm CET","40%","J","INF102","Links","Man","46","185","82","A","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","5","Extreem","05:00","1","Te voet;Andere","2022-06-01","700","1 of minder","1=Aardbei,2=Banaan,3=Kers,4=Meloen,5=Kiwi,6=Sinaasappel,7=Appel,8=Ananas,9=Peer,10=Pruim","Windows","GPS App","9","5","1=Vos,2=Bizon,3=Wolf,4=Bruine beer,5=Bever,6=Das,7=Poema,8=Panter,9=Otter,10=Wasbeer","Computersystemen 1","Computersystemen 1","16-20 uren","helemaal niets"
"2021/03/08 4:46:14 pm CET","3","A","INF107","Rechts","Man","44","185","90","A","Ja","2","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","7","Zeer Groot","06:30","10","Met de tram","2021-06-30","0","1 of minder","1=Meloen,2=Ananas,3=Sinaasappel,4=Kers,5=Banaan,6=Aardbei,7=Appel,8=Kers,9=Kiwi,10=Peer","Windows","Andere App","5","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Data science 1","Databanken 1","26-30 uren",""
"2021/03/08 4:46:14 pm CET","61%","B","INF101","Rechts","Man","46","196","83","O","Ja","3","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","4","Groot","04:30","12","Met de fiets","2021-04-01","0 (alleen in de vakantie)","2","1=Banaan,2=Appel,3=Kiwi,4=Sinaasappel,5=Aardbei,6=Peer,7=Kers,8=Meloen,9=Ananas,10=Pruim","Windows","Andere App","5","5","1=Panter,2=Wolf,3=Vos,4=Poema,5=Bizon,6=Das,7=Bruine beer,8=Otter,9=Bever,10=Wasbeer","Software engineering 1","Programmeren 1 - Java","26-30 uren",""
"2021/03/08 4:48:05 pm CET","69%","A","INF102","Rechts","Man","47","190","95","A","Ja","2","2","Applicatieontwikkeling - Full Stack","Andere","7","Matig","01:00","50","Met de bus","2022-01-01","0","2","1=Aardbei,2=Ananas,3=Appel,3=Banaan,4=Kers,5=Kiwi,6=Meloen,7=Peer,8=Pruim,9=Sinaasappel","Windows","Sociaal Netwerk App","5","5","1=Otter,2=Das,3=Bever,4=Panter,5=Poema,6=Vos,7=Wolf,8=Bizon,9=Wasbeer,10=Bruine beer","User interfaces 1","Netwerken 1","11-15 uren","Did you ever hear the tragedy of Darth Plagueis The Wise? I thought not. It’s not a story the Jedi would tell you. It’s a Sith legend. Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise he could use the Force to influence the midichlorians to create life… He had such a knowledge of the dark side that he could even keep the ones he cared about from dying. The dark side of the Force is a pathway to many abilities some consider to be unnatural. He became so powerful… the only thing he was afraid of was losing his power, which eventually, of course, he did. Unfortunately, he taught his apprentice everything he knew, then his apprentice killed him in his sleep. Ironic. He could save others from death, but not himself."
"2021/03/08 4:49:57 pm CET","8%","K","INF102","Rechts","Man","42","174","78","A","Nee","1","0","Applicatieontwikkeling - Full Stack","Andere","5","Extreem","20:00","40","Met de trein;Met de auto","2021-04-30","1000","2","1=Kers,2=Aardbei,3=Pruim,4=Appel,5=Banaan,6=Kiwi,7=Meloen,8=Peer,9=Sinaasappel,10=Ananas","Linux","Agenda App","2","2","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Netwerken 1","36-40 uren","helemaal niets"
"2021/03/08 4:52:03 pm CET","15%","K","INF104","Links","Man","45","188","96","O","Nee","3","1","Systeem en netwerkbeheer","Gamen","8","Extreem","08:00","6","Met de tram","2030-01-08","300","1 of minder","1=Aardbei,2=Kiwi,3=Banaan,4=Appel,5=Peer,6=Sinaasappel,7=Meloen,8=Kers,9=Pruim,10=Ananas","iOS","Sociaal Netwerk App","10","0","1=Das,2=Wasbeer,3=Bruine beer,4=Wolf,5=Poema,6=Vos,7=Bizon,8=Otter,9=Bever,10=Panter","Databanken 1","Netwerken 1","11-15 uren",""
"2021/03/08 4:52:45 pm CET","23","E","INF102","Rechts","Man","45","185","96","A","Ja","4","0","Software Management","Muziek (bespelen/luisteren)","3","Zeer Groot","14:00","0.350","Te voet","2020-05-01","1000","1 of minder","1=Banaan,2=Appel,3=Sinaasappel,4=Aardbei,5=Kers,6=Pruim,7=Peer,8=Meloen,9=Kiwi,10=Aardbei","Windows","GPS App","7","7","1=Bever,2=Das,3=Otter,4=Panter,5=Poema,6=Vos,7=Wolf,8=Bruine beer,9=Wasbeer,10=Bizon","Management 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/08 4:54:52 pm CET","4/13","P","INF103","Rechts","Man","42","185","67","B","Ja","2","0","Applicatieontwikkeling - Full Stack","Gamen","4","Groot","12:00","20","Met de fiets;Met de trein","2021-04-21","0","1 of minder","1=Ananas,2=Meloen,3=Kers,3=Banaan,4=Kiwi,5=Sinaasappel,6=Appel,7=Aardbei,8=Peer,9=Pruim","Windows","Bank App","3","7","1=Bruine beer,2=Bever,3=Das,4=Wasbeer,5=Otter,6=Bizon,7=Vos,8=Poema,9=Wolf,10=Vos","Software engineering 1","Databanken 1","16-20 uren","helemaal niets"
"2021/03/08 4:56:21 pm CET","23%","I","INF106","Rechts","Man","43","190","80","O","Ja","4","0","Systeem en netwerkbeheer","Gamen","4","Groot","20:00","26","Met de trein","2021-06-01","130","1 of minder","1=Appel,2=Aardbei,3=Kiwi,4=Sinaasappel,5=Peer,6=Meloen,7=Kers,8=Banaan,9=Ananas,10=Pruim","Windows","Bank App","8","6","1=Bruine beer,2=Bever,3=Wolf,4=Otter,5=Vos,6=Das,7=Wasbeer,8=Poema,9=Panter,10=Bizon","Programmeren 1 - Java","Netwerken 1","21-25 uren","Een beetje koppigheid zit in de natuur van de mens"
"2021/03/08 4:57:18 pm CET","69%","O","INF106","Rechts","Man","43","176","98","B","Ja","2","1","Applicatieontwikkeling - Full Stack","Film/TV-series","3","Zeer Groot","10:00","8.2","Met de tram;Met de bus","2021-05-15","0","1 of minder","1=Appel,2=Banaan,3=Meloen,4=Peer,5=Aardbei,6=Ananas,7=Kers,8=Pruim,9=Sinaasappel,10=Kiwi","Windows","Bank App","","","1=Bruine beer,2=Wolf,3=Poema,4=Panter,5=Vos,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Software engineering 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/08 5:01:34 pm CET","2","M","INF103","Rechts","Man","46","192","78","Onbekend","Ja","2","2","Applicatieontwikkeling - Artificial Intelligence","Andere","3","Groot","20:00","37","Met de trein","2021-05-01","50","1 of minder","1=Banaan,2=Aardbei,3=Ananas,4=Kiwi,5=Meloen,6=Pruim,7=Appel,8=Peer,9=Sinaasappel,10=Kers","Windows","Agenda App","","","1=Panter,2=Poema,3=Wolf,4=Vos,5=Bizon,6=Bruine beer,7=Wasbeer,8=Otter,9=Bever,10=Das","Management 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/08 5:12:29 pm CET","8%","K","INF106","Rechts","Man","43","187","60","O","Ja","1","1","Applicatieontwikkeling - Full Stack","Gamen","6","Zeer Groot","10:00","5","Met de tram","2021-05-20","0","1 of minder","1=Meloen,2=Aardbei,3=Appel,4=Kiwi,5=Peer,6=Sinaasappel,7=Kers,8=Banaan,9=Pruim,10=Ananas","Windows","Compas App","2","5","1=Wolf,2=Bruine beer,3=Poema,4=Panter,5=Vos,6=Otter,7=Das,8=Bizon,9=Bever,10=Wasbeer","Management 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/08 5:52:15 pm CET","62%","D","INF106","Links","Man","42","173","70","Onbekend","Ja","0","0","Applicatieontwikkeling - Full Stack","Gamen","5","Groot","18:00","26","Te voet;Met de fiets;Met de trein;Met de tram","2021-05-01","150","2","1=Appel,2=Meloen,3=Kiwi,4=Aardbei,5=Banaan,6=Sinaasappel,7=Peer,8=Kers,9=Ananas,10=Pruim","Windows","Sociaal Netwerk App","","","1=Wolf,2=Panter,3=Poema,4=Bruine beer,5=Vos,6=Bizon,7=Wasbeer,8=Vos,9=Bever,10=Otter","Computersystemen 1","Programmeren 1 - Java","21-25 uren",""
"2021/03/08 6:01:13 pm CET","2/13","N","INF101","Rechts","Man","45","183","73","O","Ja","1","0","Applicatieontwikkeling - Full Stack","Gamen","3","Groot","06:00","1","Met de fiets","2021-08-01","150","1 of minder","1=Aardbei,2=Appel,3=Banaan,4=Meloen,5=Sinaasappel,6=Peer,7=Kiwi,8=Kers,9=Pruim,10=Ananas","Windows","Sociaal Netwerk App","4","6","1=Wolf,2=Vos,3=Bruine beer,4=Bever,5=Otter,6=Wasbeer,7=Poema,8=Panter,9=Das,10=Bizon","Management 1","Programmeren 1 - Java","16-20 uren",""
"2021/03/08 7:48:36 pm CET","2","C","INF101","Links","Man","42","175","80","Onbekend","Ja","2","0","Systeem en netwerkbeheer","Gamen","4","Groot","15:00","30","Met de tram;Met de bus","2021-06-01","150","2","1=Aardbei,2=Sinaasappel,3=Appel,4=Peer,5=Kiwi,6=Banaan,7=Ananas,8=Pruim,9=Kers,10=Meloen","Windows","Sociaal Netwerk App","4","8","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Bizon,8=Das,9=Otter,10=Wasbeer","Programmeren 1 - Java","Databanken 1","11-15 uren",""
"2021/03/08 8:11:47 pm CET","8","J","INF106","Links","Man","46","190","90","Onbekend","Ja","0","0","Applicatieontwikkeling - Full Stack","Gamen","6","Zeer Groot","06:00","7","Met de tram","2021-05-03","400","1 of minder","1=Aardbei,2=Ananas,3=Appel,4=Banaan,5=Kers,6=Kiwi,7=Meloen,8=Peer,9=Pruim,10=Kers","Windows","Sociaal Netwerk App","5","5","1=Panter,2=Poema,3=Vos,4=Wolf,5=Bruine beer,6=Bever,7=Das,8=Bizon,9=Wasbeer,10=Otter","Management 1","Software engineering 1",">= 41 uren","helemaal niets"
"2021/03/09 12:17:16 pm CET","31%","M","INF101","Rechts","Man","47","194","90","Onbekend","Nee","3","3","Software Management","Sport (beoefenen/supporteren)","3","Groot","25:00","0.25","Te voet;Met de tram","2021-05-01","50","3","1=Meloen,2=Aardbei,3=Banaan,4=Kiwi,5=Ananas,6=Appel,7=Sinaasappel,8=Pruim,9=Kers,10=Peer","Windows","Andere App","5","6","1=Panter,2=Bruine beer,3=Wasbeer,4=Wolf,5=Poema,6=Bever,7=Bizon,8=Vos,9=Wasbeer,10=Otter","Programmeren 1 - Java","Programmeren 1 - Java","11-15 uren","lol"
"2021/03/09 5:04:01 pm CET","5/13","I","INF106","Rechts","Man","45","188","62","Onbekend","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Gamen","5","Groot","02:00","7","Met de fiets;Met de trein;Met de tram","2021-04-01","30","1 of minder","1=Aardbei,2=Kers,3=Kiwi,4=Peer,5=Sinaasappel,6=Banaan,7=Pruim,8=Appel,9=Ananas,10=Meloen","Windows","Sociaal Netwerk App","5","5","1=Otter,2=Wasbeer,3=Vos,4=Bizon,5=Bruine beer,6=Wolf,7=Bever,8=Das,9=Poema,10=Panter","Software engineering 1","Programmeren 1 - Java","16-20 uren","helemaal niets"
"2021/03/10 9:32:36 pm CET","8%","Sara","INF105","Rechts","Man","43","180","64","O","Ja","1","0","Applicatieontwikkeling - Full Stack","Sport (beoefenen/supporteren)","4","Groot","15:00","18","Met de auto","2021-06-01","100 van de ouders, +-250 verdien ik zelf","1 of minder","1=Banaan,2=Aardbei,3=Meloen,4=Ananas,5=Appel,6=Kers,7=Meloen,8=Kiwi,9=Sinaasappel,10=Peer","Windows","Bank App","5","7","1=Poema,2=Panter,3=Wolf,4=Vos,5=Bizon,6=Wasbeer,7=Das,8=Otter,9=Bruine beer,10=Bever","Management 1","Programmeren 1 - Java","11-15 uren",""
"2021/03/14 1:37:46 pm CET","/","N","INF103","Links","Man","45","180","78","Onbekend","Nee","1","0","Applicatieontwikkeling - Artificial Intelligence","Muziek (bespelen/luisteren)","4","Niet","06:00","6","Met de bus","2021-05-01","400-2000 (schommelt hevig, geen vast werk)","1 of minder","1=Aardbei,2=Banaan,3=Kers,4=Kiwi,5=Appel,6=Meloen,7=Peer,8=Sinaasappel,9=Ananas,10=Pruim","Windows","Andere App","4","4","1=Panter,2=Poema,3=Wolf,4=Bruine beer,5=Vos,6=Bizon,7=Otter,8=Bever,9=Das,10=Wasbeer","Management 1","Computersystemen 1","26-30 uren","helemaal niets"
"2021/03/15 7:09:21 pm CET","23","J","INF107","Rechts","Man","45.5","188","73","O","Ja","1","0","Applicatieontwikkeling - Artificial Intelligence","Sport (beoefenen/supporteren)","7","Zeer Groot","12:00","7","Met de tram","2021-05-01","30","1 of minder","1=Aardbei,2=Banaan,3=Sinaasappel,4=Kers,5=Peer,6=Kiwi,7=Meloen,8=Appel,9=Pruim,10=Ananas","Windows","Sociaal Netwerk App","5","3","1=Wolf,2=Poema,3=Panter,4=Bruine beer,5=Bizon,6=Vos,7=Bever,8=Otter,9=Wasbeer,10=Das","Computersystemen 1","Data science 1","16-20 uren","helemaal niets"
"2021/03/17 4:09:38 pm CET","50","T","INF102","Rechts","Man","44","184","94","Onbekend","Ja","1","0","Systeem en netwerkbeheer","Sport (beoefenen/supporteren)","6","Extreem","20:00","5","Te voet;Met de tram;Met de bus","2021-05-15","900","1 of minder","1=Meloen,2=Banaan,3=Aardbei,4=Ananas,5=Kers,6=Sinaasappel,7=Appel,8=Peer,9=Kiwi,10=Pruim","Windows","Sociaal Netwerk App","5","5","2=Panter,5=Poema,4=Vos,1=Wolf,6=Bruine beer,7=Bever,8=Das,3=Bizon,9=Wasbeer,10=Otter","Communicatie 1","Programmeren 1 - Java","21-25 uren",""